session,trialno,difficulty,accuracy,sideChosen,durExplorationPeriod,durDecisionPeriod,durPeriodTotal,SwitchesExplorationPeriod,SwitchesDecisionPeriod,NbSwitches,FixNbExplorationPeriod,FixNbDecisionPeriod,FixNb,FixNbInTDecision,FixNbInLExploration,FixNbInRExploration,FixNbBottomExploration,LookDurInTDecision,LookDurInLExploration,LookDurInRExploration,LookDurBottomExploration
curE054a,7,Easy,1.0,right,8230,3500,11730,3,1,4,11,5,16,3,4,5,9,3190,1846,2162,4008
curE054a,8,Easy,0.0,left,4414,1966,6380,3,0,3,9,3,12,2,4,4,8,1964,1584,1610,3194
curE054a,9,Easy,0.0,right,7798,1432,9230,3,0,3,13,3,16,2,2,10,12,1436,592,5376,5968
curE054a,10,Easy,1.0,left,3814,2134,5948,3,0,3,9,5,14,3,4,4,8,1934,1550,1370,2920
curE054a,11,Easy,0.0,right,3948,2132,6080,3,1,4,10,6,16,4,4,5,9,2076,1772,1116,2888
curE054a,12,Easy,1.0,right,4542,2266,6808,3,0,3,11,5,16,4,5,5,10,1902,1694,1856,3550
curE054a,13,Easy,0.0,right,3062,1816,4878,2,0,2,6,4,10,3,2,3,5,1802,892,1416,2308
curE054a,16,Easy,1.0,right,2326,1634,3960,1,0,1,4,4,8,3,2,1,3,2376,796,150,946
curE054a,18,Medium,1.0,left,2566,3098,5664,2,0,2,6,7,13,6,2,3,5,2828,570,1092,1662
curE054a,19,Medium,1.0,right,5858,2416,8274,3,0,3,13,4,17,2,5,7,12,768,1638,2922,4560
curE054a,20,Hard,0.0,left,4462,1916,6378,3,1,4,8,4,12,2,3,4,7,1394,1952,1478,3430
curE054a,21,Hard,1.0,left,8256,1500,9756,3,0,3,6,4,10,3,2,3,5,1500,902,716,1618
curE054a,22,Hard,1.0,left,4716,1732,6448,3,0,3,9,4,13,3,4,4,8,1730,1690,1884,3574
curE054a,23,xHard,1.0,left,7370,1694,9064,3,0,3,17,5,22,4,9,6,15,1832,2676,1880,4556
curE054a,24,xHard,0.0,left,3764,1250,5014,2,0,2,6,3,9,2,4,1,5,1242,1242,296,1538
curE054a,36,Hard,0.0,left,3682,1798,5480,2,0,2,8,5,13,4,4,3,7,1742,1332,1138,2470
curE054a,41,Medium,0.0,left,2334,1382,3716,1,0,1,6,4,10,3,1,2,3,1392,272,380,652
curE054a,44,Medium,0.0,left,7798,1182,8980,4,0,4,13,3,16,2,5,6,11,1176,1852,3340,5192
curE054a,45,Medium,0.0,left,4626,1700,6326,3,0,3,9,4,13,3,4,4,8,1700,2284,1376,3660
curE054a,46,Easy,0.0,left,2330,1100,3430,2,1,3,5,3,8,1,3,1,4,1612,924,174,1098
curE054a,50,Easy,1.0,left,3312,1200,4512,2,0,2,6,3,9,2,2,2,4,1930,704,940,1644
curE054a,51,Easy,1.0,left,2326,1668,3994,2,0,2,6,4,10,3,2,3,5,1870,452,812,1264
curE054a,52,Medium,0.0,left,5862,1000,6862,2,1,3,5,3,8,1,2,1,3,1660,370,324,694
curE055a,7,Easy,0.0,left,3616,1514,5130,3,0,3,11,3,14,2,9,1,10,1248,2042,318,2360
curE055a,14,Easy,0.0,left,5260,3432,8692,3,0,3,14,7,21,6,9,3,12,3398,3402,718,4120
curE055a,16,Easy,0.0,right,6864,1000,7864,5,0,5,17,2,19,1,7,7,14,982,1958,2338,4296
curE055a,17,Easy,0.0,left,8364,2166,10530,3,0,3,17,3,20,2,3,13,16,892,790,3532,4322
curE055a,18,Easy,0.0,left,2332,1932,4264,2,0,2,7,4,11,3,4,2,6,1946,1056,508,1564
curE055a,19,Easy,1.0,left,4782,3098,7880,2,1,3,12,6,18,4,3,7,10,2612,676,2998,3674
curE055a,20,Easy,0.0,left,3928,1216,5144,3,0,3,9,3,12,2,4,4,8,1184,1570,1366,2936
curE055a,27,Easy,0.0,right,4102,1944,6046,1,2,3,10,4,14,2,7,0,7,1812,2622,0,2622
curE055a,29,Easy,0.0,left,2898,2116,5014,1,1,2,3,6,9,3,1,1,2,1232,630,174,804
curE055a,31,Easy,1.0,left,2330,1466,3796,1,1,2,3,4,7,2,2,0,2,736,756,0,756
curE055a,32,Easy,1.0,left,2460,632,3092,1,1,2,5,2,7,0,4,0,4,534,1774,0,1774
curE055a,36,Medium,0.0,left,2326,1950,4276,2,1,3,5,4,9,2,3,1,4,2160,1042,198,1240
curE055a,44,Medium,1.0,left,3630,1834,5464,2,0,2,8,3,11,2,1,4,5,922,230,1510,1740
curE055a,46,Hard,0.0,left,5514,2616,8130,3,0,3,13,3,16,2,2,9,11,2566,318,3802,4120
curE055a,49,Medium,0.0,right,14376,1234,15610,3,1,4,23,2,25,1,19,3,22,694,6968,848,7816
curE055a,50,Medium,0.0,right,2332,1998,4330,2,0,2,6,3,9,2,3,2,5,1988,852,542,1394
curE055a,54,Easy,0.0,left,2650,932,3582,1,1,2,4,3,7,1,0,2,2,1326,0,434,434
curE055a,55,Easy,0.0,right,5230,1548,6778,2,0,2,6,4,10,3,3,2,5,1534,1446,822,2268
curE055a,59,Easy,1.0,left,16728,1166,17894,9,1,10,31,4,35,2,13,17,30,1076,5042,5842,10884
curE055a,60,Medium,0.0,right,2330,1150,3480,2,0,2,5,3,8,2,1,2,3,1760,118,594,712
curE056a,7,Easy,1.0,left,4978,1950,6928,2,1,3,12,4,16,3,7,4,11,1898,2828,1342,4170
curE056a,8,Easy,1.0,left,3932,1584,5516,3,0,3,10,4,14,3,4,4,8,1848,1710,1128,2838
curE056a,10,Medium,0.0,left,8880,2166,11046,4,0,4,18,5,23,3,5,12,17,1792,2298,4890,7188
curE056a,11,Medium,1.0,right,4132,1566,5698,2,0,2,8,4,12,3,2,4,6,2144,502,1976,2478
curE056a,12,Medium,0.0,left,4932,1998,6930,1,0,1,11,3,14,2,7,0,7,1822,1812,0,1812
curE056a,13,Medium,1.0,left,5928,1266,7194,1,0,1,8,3,11,2,7,0,7,1268,3500,0,3500
curE056a,14,Medium,0.0,left,2780,1734,4514,1,1,2,7,3,10,1,3,3,6,1696,970,1058,2028
curE056a,20,Easy,1.0,left,2332,1784,4116,2,0,2,5,3,8,2,1,3,4,1848,592,1012,1604
curE056a,21,Easy,0.0,left,2332,1066,3398,1,1,2,4,3,7,1,3,0,3,1838,782,0,782
curE056a,22,Easy,1.0,left,10712,2334,13046,4,0,4,19,3,22,2,8,10,18,1434,3030,5206,8236
curE056a,23,Easy,1.0,left,3064,1350,4414,2,1,3,5,3,8,1,1,2,3,2400,570,624,1194
curE056a,24,Medium,0.0,left,3748,2134,5882,2,0,2,6,5,11,4,4,1,5,2112,2082,374,2456
curE056a,28,Medium,1.0,left,2414,10038,12452,2,0,2,4,2,6,2,1,1,2,1374,574,498,1072
curE056a,30,Medium,0.0,left,3198,932,4130,3,1,4,9,3,12,1,4,2,6,1236,1272,446,1718
curE056a,38,Easy,0.0,left,12862,5080,17942,1,0,1,11,8,19,8,9,1,10,3014,5024,774,5798
curE056a,40,Easy,1.0,left,4532,4232,8764,1,1,2,3,5,8,3,2,0,2,2414,1014,0,1014
curE056a,43,Easy,0.0,left,6964,3050,10014,3,0,3,13,5,18,4,6,6,12,3056,2460,1588,4048
curE058a,11,Easy,1.0,right,6646,584,7230,1,1,2,12,2,14,0,0,8,8,794,0,4298,4298
curE058a,13,Easy,1.0,right,13462,1066,14528,1,0,1,31,2,33,1,4,25,29,1096,964,9938,10902
curE058a,15,Medium,1.0,right,3248,1550,4798,2,1,3,8,3,11,1,2,4,6,1994,666,1298,1964
curE058a,18,Hard,0.0,right,4732,3432,8164,2,1,3,10,6,16,2,4,4,8,2990,1854,1054,2908
curE058a,19,Medium,0.0,left,3482,10038,13520,1,0,1,7,23,30,22,0,2,2,5810,0,816,816
curE058a,21,Medium,1.0,left,2332,1750,4082,0,0,0,7,5,12,3,0,2,2,2226,0,308,308
curE058a,23,Hard,0.0,right,2412,2050,4462,0,0,0,1,0,1,0,0,0,0,100,0,0,0
curE058a,31,Medium,0.0,left,9494,616,10110,2,1,3,21,1,22,0,11,8,19,370,4522,2410,6932
curE058a,32,Medium,1.0,left,6464,10038,16502,1,0,1,6,14,20,14,0,3,3,5488,0,1060,1060
curE058a,40,Medium,1.0,right,7380,8396,15776,3,0,3,17,10,27,9,6,9,15,4506,1954,3342,5296
curE058a,45,Medium,1.0,right,3348,10040,13388,2,0,2,5,6,11,6,3,1,4,2658,910,628,1538
curE058a,46,Medium,0.0,right,14276,3598,17874,3,2,5,21,10,31,6,6,12,18,2358,1908,6092,8000
curE058a,48,Easy,0.0,right,3032,4232,7264,2,1,3,7,8,15,7,3,2,5,3352,610,588,1198
curE062a,7,Easy,0.0,right,3082,7766,10848,2,2,4,7,13,20,10,3,2,5,6990,886,1398,2284
curE062a,8,Easy,0.0,right,5064,7864,12928,3,1,4,11,15,26,12,6,4,10,5778,2236,1670,3906
curE062a,11,Easy,1.0,left,16594,4298,20892,5,0,5,28,3,31,3,14,12,26,708,4068,5674,9742
curE062a,12,Easy,1.0,right,2332,1934,4266,2,0,2,7,5,12,4,2,3,5,1392,480,898,1378
curE062a,13,Medium,0.0,left,7846,1416,9262,5,0,5,14,3,17,2,9,4,13,1412,5326,1110,6436
curE062a,14,Medium,0.0,left,2332,600,2932,2,1,3,4,2,6,0,1,2,3,546,176,1318,1494
curE062a,15,Easy,1.0,left,5126,1234,6360,3,0,3,12,3,15,2,6,4,10,1098,2710,1362,4072
curE062a,16,Easy,1.0,right,5282,566,5848,2,1,3,9,2,11,0,5,3,8,540,3630,740,4370
curE062a,17,Medium,0.0,left,3830,9898,13728,3,3,6,11,15,26,9,5,5,10,5854,1642,1326,2968
curE062a,22,Medium,1.0,right,3128,1750,4878,3,1,4,7,5,12,3,3,1,4,2044,1546,202,1748
curE062a,23,Medium,1.0,right,3762,6198,9960,3,1,4,9,12,21,11,4,4,8,4670,1294,1322,2616
curE062a,24,Hard,0.0,right,5564,1468,7032,3,0,3,15,4,19,3,7,5,12,1396,1822,2204,4026
curE062a,25,Hard,0.0,left,11928,5362,17290,4,1,5,18,7,25,5,7,10,17,2418,1990,3364,5354
curE062a,27,Medium,1.0,left,5214,4198,9412,3,1,4,7,7,14,6,2,4,6,3932,888,1156,2044
curE062a,29,Hard,0.0,left,3814,9382,13196,2,1,3,11,16,27,14,5,2,7,8112,1502,542,2044
curE063a,7,Easy,1.0,left,7912,1466,9378,7,0,7,17,3,20,2,3,11,14,2166,1182,4724,5906
curE063a,8,Easy,1.0,right,3740,1640,5380,2,1,3,7,5,12,2,3,1,4,1472,1394,876,2270
curE063a,9,Medium,1.0,right,11018,3010,14028,8,1,9,24,7,31,5,9,11,20,2888,3674,5296,8970
curE063a,10,Medium,1.0,right,2728,1566,4294,2,0,2,5,4,9,3,2,2,4,1470,1318,448,1766
curE063a,11,Hard,0.0,right,11690,2216,13906,5,0,5,22,4,26,3,9,12,21,2218,3526,5276,8802
curE063a,12,Hard,1.0,right,18496,5062,23558,3,1,4,23,3,26,2,4,17,21,1466,808,8326,9134
curE063a,17,Hard,0.0,right,2330,1232,3562,2,0,2,6,3,9,2,2,2,4,1476,618,358,976
curE063a,20,Hard,1.0,right,3848,1534,5382,2,1,3,8,1,9,0,3,3,6,422,1054,1454,2508
curE063a,21,Hard,1.0,left,4212,3966,8178,4,0,4,12,8,20,5,5,4,9,2722,1502,1412,2914
curE063a,22,xHard,0.0,left,10730,1550,12280,3,1,4,11,4,15,2,7,4,11,964,2674,1040,3714
curE063a,23,xHard,1.0,left,10646,1550,12196,3,1,4,15,3,18,1,6,6,12,1518,2950,3634,6584
curE063a,24,xHard,0.0,right,4498,1700,6198,4,1,5,12,4,16,3,6,4,10,1588,1994,1356,3350
curE063a,25,xHard,1.0,left,2680,2348,5028,2,0,2,7,4,11,3,3,2,5,1498,1182,676,1858
curE063a,29,xHard,0.0,right,12346,1966,14312,4,1,5,12,3,15,2,4,5,9,1870,1832,2768,4600
curE063a,34,xHard,0.0,left,11494,10038,21532,3,0,3,19,0,19,0,9,8,17,356,2132,2574,4706
curE063a,37,xHard,0.0,right,3498,1416,4914,1,0,1,5,3,8,2,0,3,3,1336,0,1184,1184
curE063a,38,Hard,0.0,left,15704,1718,17422,3,1,4,15,5,20,3,8,4,12,1426,3142,1378,4520
curE066a,8,Easy,0.0,right,2362,1366,3728,1,0,1,2,3,5,2,0,1,1,1182,0,104,104
curE066a,9,Easy,1.0,right,2398,1788,4186,2,0,2,8,4,12,3,4,3,7,1560,870,834,1704
curE066a,10,Easy,1.0,right,5098,1698,6796,2,1,3,13,6,19,4,10,2,12,1554,2740,698,3438
curE066a,15,Medium,0.0,right,7482,3014,10496,3,1,4,13,7,20,4,7,5,12,2270,2090,1968,4058
curE066a,16,Easy,0.0,right,10396,1832,12228,1,0,1,14,0,14,0,1,12,13,536,196,5028,5224
curE066a,21,Medium,1.0,right,3564,1416,4980,2,0,2,8,2,10,1,3,4,7,752,872,1442,2314
curE066a,22,Medium,0.0,left,7780,6298,14078,2,1,3,20,13,33,11,16,2,18,4274,4830,476,5306
curE066a,23,Medium,1.0,left,16044,4600,20644,3,1,4,22,8,30,6,12,9,21,3908,3808,2814,6622
curE066a,24,Medium,0.0,right,12912,2232,15144,1,1,2,14,6,20,4,0,12,12,1768,0,2864,2864
curE066a,25,Medium,0.0,right,2566,568,3134,1,1,2,3,2,5,0,1,1,2,444,1236,200,1436
curE066a,26,Easy,0.0,left,4278,1182,5460,3,1,4,11,4,15,2,5,5,10,1134,1528,1724,3252
curE066a,27,Easy,1.0,right,3864,1416,5280,1,1,2,5,4,9,2,2,1,3,1594,412,146,558
curE066a,31,Easy,1.0,left,2332,1782,4114,1,0,1,4,2,6,1,3,0,3,1496,398,0,398
curE066a,32,Easy,1.0,left,2764,1066,3830,2,1,3,7,3,10,1,2,4,6,1018,798,1172,1970
curE066a,33,Medium,1.0,left,4114,1350,5464,0,1,1,1,4,5,3,0,0,0,996,0,0,0
curE066a,34,Medium,0.0,left,9496,1466,10962,5,0,5,18,0,18,0,10,6,16,448,4416,1862,6278
curE066a,39,Easy,1.0,right,2750,932,3682,2,1,3,8,2,10,1,2,1,3,1928,498,256,754
curE066a,40,Easy,1.0,right,4286,1694,5980,3,0,3,9,5,14,4,1,4,5,1766,338,1290,1628
curE067a,9,Easy,1.0,left,2332,1832,4164,1,0,1,5,4,9,3,3,0,3,2074,1382,0,1382
curE067a,10,Easy,1.0,left,4998,2332,7330,3,0,3,12,4,16,3,6,5,11,2304,2490,1470,3960
curE067a,13,Medium,1.0,left,5464,1832,7296,5,1,6,12,5,17,3,6,4,10,1244,2520,1716,4236
curE067a,14,Medium,1.0,left,13944,1334,15278,4,0,4,22,3,25,2,6,13,19,1336,2422,6392,8814
curE067a,17,Hard,0.0,left,3778,1748,5526,3,1,4,10,4,14,2,2,7,9,1688,832,2088,2920
curE067a,18,Hard,1.0,right,14028,3916,17944,5,0,5,26,6,32,5,16,10,26,3006,6232,5346,11578
curE067a,19,Hard,0.0,left,7848,9680,17528,5,1,6,21,11,32,8,11,9,20,4408,3784,2684,6468
curE067a,21,Hard,0.0,left,2962,10036,12998,2,0,2,6,10,16,9,2,3,5,5428,652,1192,1844
curE067a,22,Hard,1.0,left,7310,3284,10594,5,0,5,13,0,13,0,7,5,12,344,2160,2648,4808
curE067a,30,xHard,1.0,left,2332,3532,5864,2,0,2,4,3,7,2,2,1,3,4168,464,556,1020
curE067a,40,xHard,0.0,left,2816,2032,4848,2,0,2,4,3,7,2,1,1,2,1428,364,786,1150
curE067a,45,Hard,0.0,left,5160,3234,8394,2,0,2,12,5,17,4,4,7,11,2700,1416,2672,4088
curE067a,57,xHard,0.0,left,2832,1250,4082,2,0,2,7,3,10,2,3,2,5,1206,1428,624,2052
curE070a,9,Easy,1.0,right,7030,2934,9964,3,0,3,19,5,24,4,5,13,18,2910,2242,3498,5740
curE070a,10,Easy,1.0,left,8148,3482,11630,4,1,5,18,7,25,5,7,10,17,2548,2702,4034,6736
curE070a,11,Medium,0.0,left,6444,1784,8228,4,0,4,16,4,20,3,7,8,15,1778,2098,3078,5176
curE070a,12,Medium,0.0,right,3832,1898,5730,3,0,3,9,5,14,4,4,4,8,1890,1386,1590,2976
curE070a,13,Easy,0.0,left,5880,1466,7346,2,0,2,10,4,14,3,3,6,9,1452,816,4258,5074
curE070a,14,Easy,0.0,right,4432,1682,6114,3,0,3,12,3,15,2,6,5,11,1586,2122,1352,3474
curE070a,15,Easy,0.0,left,5610,3266,8876,3,0,3,16,8,24,7,11,4,15,3268,2914,1364,4278
curE070a,16,Easy,1.0,left,5264,1266,6530,2,1,3,9,3,12,1,3,1,4,686,1906,932,2838
curE070a,17,Easy,1.0,left,4464,1900,6364,1,1,2,5,5,10,4,0,4,4,1490,0,2388,2388
curE070a,18,Medium,0.0,left,4748,1666,6414,2,0,2,6,5,11,4,4,1,5,1360,706,398,1104
curE070a,21,Medium,1.0,right,7946,6582,14528,6,0,6,16,8,24,7,8,7,15,2886,4478,1750,6228
curE070a,22,Hard,0.0,left,3728,1800,5528,2,0,2,10,4,14,3,4,5,9,1696,1222,1712,2934
curE070a,23,Hard,0.0,left,3816,2766,6582,3,1,4,9,7,16,5,5,3,8,2540,1558,1366,2924
curE070a,24,Medium,1.0,left,3948,1700,5648,2,0,2,7,4,11,3,1,5,6,1392,164,1212,1376
curE070a,25,Medium,0.0,left,2332,2266,4598,2,0,2,5,5,10,4,2,2,4,2360,816,650,1466
curE070a,35,Easy,1.0,right,4414,6148,10562,2,0,2,5,8,13,6,2,1,3,5440,664,150,814
curE070a,36,Easy,1.0,right,5764,10038,15802,3,0,3,13,0,13,0,5,7,12,430,2170,2578,4748
curE071a,10,Easy,1.0,left,11646,10038,21684,3,0,3,19,0,19,0,9,10,19,0,2494,2316,4810
curE071a,11,Easy,0.0,left,17144,7480,24624,3,0,3,26,8,34,7,20,4,24,3418,6348,1272,7620
curE071a,18,Easy,0.0,right,15976,4632,20608,1,0,1,11,2,13,2,0,10,10,1002,0,2824,2824
curE071a,21,Easy,0.0,right,3980,2066,6046,2,1,3,8,1,9,0,2,5,7,246,1122,2006,3128
curE071a,24,Easy,0.0,left,2326,3066,5392,1,0,1,5,5,10,4,0,3,3,2336,0,836,836
curE071a,27,Easy,1.0,left,3232,1998,5230,2,1,3,5,4,9,3,2,2,4,1606,734,818,1552
curE071a,31,Medium,0.0,right,2864,2966,5830,1,0,1,6,7,13,6,0,3,3,2258,0,784,784
curE071a,32,Medium,0.0,right,4764,10038,14802,2,1,3,7,11,18,10,3,3,6,3046,1000,826,1826
curE071a,33,Easy,0.0,left,9344,10038,19382,1,0,1,2,4,6,4,0,2,2,728,0,400,400
curE071a,34,Easy,1.0,right,10308,1716,12024,2,0,2,12,3,15,2,5,6,11,1048,1064,1532,2596
curE071a,35,Easy,1.0,right,2330,700,3030,1,1,2,3,3,6,1,0,2,2,708,52,452,504
curE071a,44,Medium,1.0,right,5194,8146,13340,1,0,1,8,14,22,12,4,3,7,4638,776,1090,1866
curE071a,47,Medium,0.0,right,4314,1816,6130,3,0,3,8,6,14,4,4,3,7,1490,1340,1068,2408
curE072a,7,Easy,1.0,left,3098,968,4066,2,0,2,6,2,8,1,1,2,3,1754,638,556,1194
curE072a,9,Easy,0.0,left,3516,1216,4732,2,1,3,9,4,13,2,5,1,6,1712,1412,486,1898
curE072a,11,Easy,0.0,left,2332,2416,4748,2,2,4,6,7,13,4,2,2,4,1698,470,902,1372
curE072a,13,Easy,0.0,left,3282,1318,4600,2,0,2,8,3,11,2,3,4,7,1310,1016,1210,2226
curE072a,14,Easy,1.0,left,8364,1400,9764,3,1,4,18,1,19,0,4,13,17,0,1256,5112,6368
curE072a,15,Easy,1.0,left,16290,1450,17740,1,1,2,23,6,29,4,20,0,20,1350,6914,0,6914
curE072a,17,Medium,1.0,left,3230,1366,4596,1,0,1,5,3,8,2,0,3,3,1354,0,1362,1362
curE072a,18,Medium,0.0,left,7730,1366,9096,3,0,3,12,2,14,2,3,8,11,1060,1376,2914,4290
curE072a,23,Medium,1.0,left,2330,1202,3532,1,0,1,5,3,8,2,0,2,2,1736,0,912,912
curE072a,24,Medium,1.0,left,2332,982,3314,2,1,3,5,3,8,1,2,2,4,1028,424,692,1116
curE072a,26,Hard,1.0,left,11062,1482,12544,6,1,7,21,2,23,1,9,9,18,516,3658,4638,8296
curE072a,31,Hard,0.0,right,10496,1300,11796,2,0,2,18,3,21,2,13,4,17,756,6632,1016,7648
curE072a,32,Hard,1.0,right,10158,568,10726,4,1,5,19,2,21,0,4,13,17,294,1364,4158,5522
curE072a,34,Hard,0.0,left,2666,950,3616,1,1,2,5,3,8,1,2,0,2,1366,1158,0,1158
curE072a,40,Hard,0.0,left,2332,2766,5098,1,0,1,4,7,11,6,0,3,3,3464,0,926,926
curE072a,46,Hard,0.0,left,2862,1132,3994,2,1,3,7,3,10,2,2,1,3,1964,680,238,918
curE072a,47,Hard,0.0,left,10228,6500,16728,1,1,2,10,8,18,6,0,9,9,2154,0,1398,1398
curE072a,48,Medium,1.0,left,12792,1632,14424,7,0,7,18,3,21,2,4,11,15,1394,1826,4698,6524
curE074a,11,Easy,1.0,right,2414,1250,3664,2,1,3,4,3,7,1,1,2,3,984,482,1148,1630
curE074a,12,Easy,0.0,right,8246,1750,9996,2,1,3,17,3,20,2,2,13,15,1768,1758,5432,7190
curE074a,14,Easy,0.0,right,8360,2566,10926,3,0,3,19,6,25,5,15,3,18,2292,5758,1314,7072
curE074a,15,Easy,1.0,right,11128,1734,12862,4,0,4,19,3,22,2,3,14,17,1908,948,8390,9338
curE074a,16,Easy,1.0,right,6798,2032,8830,3,1,4,14,4,18,2,3,10,13,1694,1648,3808,5456
curE074a,19,Medium,0.0,right,4700,2014,6714,2,1,3,11,4,15,2,3,6,9,2020,812,2744,3556
curE074a,20,Easy,1.0,right,2714,1634,4348,2,0,2,7,4,11,3,1,4,5,1578,464,1424,1888
curE074a,21,Easy,0.0,right,4282,1434,5716,2,1,3,8,4,12,2,1,6,7,1370,578,2808,3386
curE074a,24,Easy,1.0,right,2632,1566,4198,2,1,3,7,4,11,3,4,2,6,1514,1130,574,1704
curE074a,26,Easy,1.0,right,7712,1416,9128,4,1,5,10,4,14,2,4,5,9,822,2498,2788,5286
curE074a,28,Easy,0.0,right,2330,1484,3814,2,0,2,4,4,8,3,1,2,3,2158,356,484,840
curE074a,30,Easy,1.0,right,2330,1432,3762,2,0,2,7,4,11,3,1,4,5,1510,484,900,1384
curE074a,31,Easy,0.0,right,2332,1350,3682,2,0,2,4,3,7,2,2,1,3,2050,556,408,964
curE074a,32,Easy,0.0,right,2332,1400,3732,2,1,3,5,4,9,2,1,3,4,1734,494,520,1014
curE074a,34,Easy,1.0,right,2550,1416,3966,2,1,3,6,3,9,2,3,2,5,1376,1034,692,1726
curE074a,36,Easy,0.0,right,2416,1332,3748,2,1,3,7,3,10,1,2,4,6,1298,636,1034,1670
curE074a,37,Easy,0.0,left,2326,10038,12364,2,0,2,4,0,4,0,1,2,3,1012,142,604,746
curE074a,45,Medium,1.0,right,5848,1700,7548,2,0,2,8,4,12,2,3,4,7,1312,1326,3422,4748
curE074a,51,Medium,0.0,right,4948,10038,14986,2,0,2,7,10,17,10,2,3,5,2766,420,1934,2354
curE074a,52,Easy,1.0,right,4564,9380,13944,2,1,3,6,7,13,5,3,2,5,3966,684,696,1380
curE074a,56,Easy,0.0,left,2326,1218,3544,1,1,2,5,1,6,0,0,2,2,1188,0,670,670
curE075a,7,Easy,0.0,left,2478,2708,5186,2,1,3,7,6,13,4,2,3,5,2336,598,732,1330
curE075a,16,Easy,0.0,left,9698,1414,11112,3,0,3,15,3,18,2,7,8,15,876,2748,4172,6920
curE075a,17,Easy,0.0,left,3076,1450,4526,2,0,2,8,3,11,2,5,2,7,1452,1610,720,2330
curE075a,18,Easy,1.0,left,2944,4732,7676,2,1,3,7,5,12,4,4,2,6,1464,1586,584,2170
curE075a,21,Easy,0.0,left,9374,6398,15772,5,1,6,19,15,34,11,11,6,17,5130,3472,1472,4944
curE075a,22,Easy,1.0,left,2814,1182,3996,3,0,3,7,3,10,2,3,3,6,1176,950,874,1824
curE075a,23,Easy,1.0,left,2332,682,3014,1,1,2,4,2,6,0,3,0,3,1098,1208,0,1208
curE075a,24,Medium,1.0,left,8998,4114,13112,4,1,5,15,9,24,7,9,5,14,3730,2320,1322,3642
curE075a,25,Medium,0.0,left,2326,1800,4126,1,0,1,5,4,9,3,3,0,3,2502,790,0,790
curE075a,29,Easy,1.0,left,2932,2350,5282,2,0,2,8,5,13,4,5,2,7,2344,1356,816,2172
curE075a,30,Easy,1.0,right,4024,10298,14322,2,0,2,10,22,32,16,4,3,7,8608,1048,1082,2130
curE075a,31,Medium,1.0,left,2414,1598,4012,1,1,2,6,4,10,2,0,5,5,1266,0,1836,1836
curE075a,32,Medium,0.0,right,2498,1284,3782,2,0,2,6,4,10,2,2,2,4,1232,520,808,1328
curE075a,33,Medium,1.0,left,2810,5032,7842,3,1,4,7,11,18,9,1,4,5,4284,362,1350,1712
curE075a,34,Medium,0.0,left,4960,1966,6926,2,0,2,11,5,16,4,8,2,10,1650,2532,612,3144
curE075a,35,Medium,0.0,left,7780,2550,10330,3,0,3,13,3,16,2,6,6,12,2516,2474,3852,6326
curE075a,43,Easy,1.0,left,6708,5932,12640,2,0,2,12,9,21,8,1,8,9,5546,508,4588,5096
curE075a,44,Easy,1.0,right,8562,10038,18600,6,0,6,22,17,39,15,11,8,19,7238,3156,3788,6944
curE075a,46,Medium,0.0,left,4626,5180,9806,3,1,4,14,12,26,11,5,8,13,4826,1304,2310,3614
curE075a,47,Medium,1.0,left,2410,10038,12448,1,0,1,5,0,5,0,4,0,4,536,1564,0,1564
curE075a,49,Medium,1.0,left,2700,3148,5848,2,0,2,7,6,13,5,2,3,5,2876,530,1190,1720
curE075a,60,Easy,0.0,left,4232,2050,6282,2,1,3,10,5,15,4,2,7,9,1648,434,2888,3322
curE075a,61,Easy,1.0,left,15022,1568,16590,2,0,2,21,2,23,1,1,18,19,546,140,9064,9204
curE075a,62,Easy,0.0,right,3426,10038,13464,2,0,2,5,18,23,16,3,1,4,6512,2256,430,2686
curE075a,64,Easy,1.0,right,13556,1266,14822,4,0,4,25,4,29,2,18,4,22,812,9794,1852,11646
curE075a,65,Easy,1.0,right,2332,1918,4250,1,0,1,4,4,8,3,0,3,3,1904,0,1522,1522
curE075a,69,Hard,0.0,left,20258,1982,22240,7,0,7,29,3,32,2,18,10,28,1964,8250,3688,11938
curE075a,70,Hard,1.0,left,5376,2232,7608,2,0,2,7,6,13,5,4,2,6,2070,1484,628,2112
curE075a,73,Hard,1.0,left,10380,10038,20418,6,0,6,19,1,20,1,11,6,17,254,5140,2974,8114
curE075a,75,Hard,0.0,left,3080,3064,6144,2,1,3,7,3,10,2,2,4,6,2486,386,2036,2422
curE075a,76,Hard,1.0,left,4512,1466,5978,1,0,1,7,4,11,3,4,2,6,1454,2404,792,3196
curE075a,80,xHard,0.0,left,2332,1516,3848,2,0,2,5,3,8,2,2,1,3,1962,330,606,936
curE075a,81,xHard,0.0,right,3682,4548,8230,2,1,3,9,10,19,8,4,4,8,3966,1518,1174,2692
curE075a,82,Hard,1.0,right,15758,2134,17892,5,1,6,39,6,45,4,26,12,38,2084,9798,4218,14016
curE075a,83,Hard,0.0,left,2432,2066,4498,2,0,2,7,5,12,4,1,5,6,2074,194,1408,1602
curE075a,84,Hard,1.0,left,9996,1584,11580,3,0,3,9,2,11,2,4,4,8,1036,1078,2458,3536
curE075a,85,Hard,1.0,left,3600,3466,7066,2,1,3,9,8,17,6,4,4,8,3394,1298,1510,2808
